0	1.212533
1	0.860662
2	0.769380
3	0.576268
4	0.581093
5	0.537840
6	0.389315
7	0.397528
8	0.429521
9	0.537275
10	0.421655
11	0.465177
12	0.460006
13	0.443147
14	0.530427
15	0.448279
16	0.452317
17	0.446799
18	0.485311
19	0.488737
20	0.428087
21	0.427345
22	0.489679
23	0.435012
24	0.475468
25	0.477164
26	0.455875
27	0.530789
28	0.523197
29	0.448836
30	0.441037
31	0.467068
32	0.522473
33	0.472765
34	0.528592
35	0.522657
36	0.508143
37	0.520578
38	0.548659
39	0.546213
40	0.555953
41	0.561460
42	0.507513
43	0.522909
44	0.531672
45	0.445378
46	0.470281
47	0.445409
48	0.466736
49	0.492910
50	0.497870
51	0.535243
52	0.531651
53	0.501308
54	0.493449
55	0.498084
56	0.546857
57	0.498473
58	0.499400
59	0.510458
60	0.509383
61	0.558236
62	0.564993
63	0.523366
64	0.493698
65	0.508375
66	0.493618
67	0.510460
68	0.495906
69	0.516553
70	0.496174
71	0.474668
72	0.476415
73	0.503353
74	0.475480
75	0.529695
76	0.502107
77	0.486752
78	0.512067
79	0.495130
80	0.505412
81	0.494119
82	0.486257
83	0.493155
84	0.497174
85	0.499686
86	0.545037
87	0.506568
88	0.501472
89	0.509775
90	0.501816
91	0.510897
92	0.504422
93	0.519508
94	0.511441
95	0.523191
96	0.511345
97	0.527793
98	0.518636
99	0.516231
100	0.532687
101	0.529229
102	0.540646
103	0.532774
104	0.540067
105	0.530308
106	0.540041
107	0.543501
108	0.547823
109	0.553077
110	0.554323
111	0.552064
112	0.554772
113	0.592124
114	0.556254
115	0.562984
116	0.560206
117	0.566780
118	0.558093
119	0.575835
120	0.575920
121	0.565249
122	0.575308
123	0.580996
124	0.586555
125	0.581722
126	0.578196
127	0.590331
128	0.587182
129	0.598533
130	0.599855
131	0.595355
132	0.597844
133	0.595223
134	0.600735
135	0.600708
136	0.602868
137	0.605274
138	0.600828
139	0.607260
140	0.605963
141	0.604522
142	0.610982
143	0.634789
144	0.614960
145	0.617531
146	0.616538
147	0.617597
148	0.622164
149	0.621355
150	0.634904
151	0.632324
152	0.641480
153	0.633462
154	0.628094
155	0.680630
156	0.671091
157	0.637972
158	0.635323
159	0.641188
160	0.641388
161	0.645296
162	0.650462
163	0.641237
164	0.648879
165	0.644482
166	0.655070
167	0.663012
168	0.652999
169	0.656519
170	0.691448
171	0.691894
172	0.710657
173	0.686697
174	0.716384
175	0.693507
176	0.677531
177	0.684370
178	0.673095
179	0.683632
180	0.712291
181	0.675103
182	0.689850
183	0.700522
184	0.692277
185	0.686244
186	0.720024
187	0.696124
188	0.699962
189	0.704991
190	0.729542
191	0.710913
192	0.717567
193	0.720099
194	0.720791
195	0.710173
196	0.719904
197	0.751245
198	0.735640
199	0.739574
200	0.738846
201	0.745553
202	0.719558
203	0.753074
204	0.757619
205	0.741284
206	0.731988
207	0.735087
208	0.739042
209	0.744202
210	0.743559
211	0.757279
212	0.738619
213	0.744913
214	0.749279
215	0.785187
216	0.747410
217	0.754485
218	0.745580
219	0.751029
220	0.752074
221	0.757792
222	0.783261
223	0.824512
224	0.784268
225	0.775132
226	0.831475
227	0.851034
228	0.819769
229	0.809636
230	0.778458
231	0.788817
232	0.778455
233	0.760309
234	0.819578
235	0.864758
236	0.846216
237	0.865625
238	0.893392
239	0.893490
240	0.870877
241	0.883240
242	0.826613
243	0.788321
244	0.770026
245	0.834873
246	0.853210
247	0.899814
248	0.894446
249	0.901591
250	0.912708
251	0.802197
252	0.825489
253	0.872602
254	0.873605
255	0.876796
256	0.889358
257	0.885534
258	0.892921
259	0.887786
260	0.852670
261	0.836006
262	0.936125
263	0.886268
264	0.895948
265	0.900205
266	0.937419
267	0.938145
268	0.930110
269	0.940823
270	0.935105
271	0.947566
272	0.939743
273	0.974047
274	1.001944
275	0.985636
276	0.988327
277	1.019686
278	0.924337
279	0.994877
280	0.968972
281	1.018992
282	1.035714
283	1.000026
284	1.025107
285	1.045573
286	1.026413
287	1.008964
288	1.049224
289	1.062784
290	1.031876
291	1.009537
292	1.036343
293	1.023823
294	1.010618
295	0.900059
296	1.027993
297	1.051309
298	1.072671
299	1.088444
300	1.097783
301	1.072736
302	1.081625
303	0.971931
304	1.051982
305	1.075062
306	1.094063
307	1.107359
308	1.080923
309	1.116770
310	0.958221
311	1.047025
312	1.107862
313	1.098411
314	1.151022
315	1.093542
316	1.111588
317	1.098344
318	1.134071
319	1.110760
320	1.110755
321	1.122060
322	1.111519
323	1.121035
324	1.071842
325	1.040799
326	1.032182
327	1.088022
328	1.196687
329	1.190055
330	1.150044
331	1.168258
332	1.145860
333	1.145837
334	1.146563
335	1.160962
336	1.270087
337	1.240214
338	1.227526
339	1.214109
340	1.305901
341	1.305367
342	1.318374
343	1.313388
344	1.177571
345	1.187706
346	1.172548
347	1.200726
348	1.195128
349	1.204097
350	1.180655
351	1.188273
352	1.192736
353	1.191452
354	1.183293
355	1.147228
356	1.171464
357	1.196905
358	1.186642
359	1.184475
360	1.198043
361	1.232617
362	1.182632
363	1.325840
364	1.366415
365	1.189083
366	1.190385
367	1.162883
368	1.179730
369	1.152746
370	1.208181
371	1.350001
372	1.335667
373	1.389113
374	1.376652
375	1.243541
376	1.163508
377	1.172198
378	1.132493
379	1.200957
380	1.230410
381	1.249052
382	1.260902
383	1.256122
384	1.226866
385	1.221228
386	1.257014
387	1.250303
388	1.167430
389	1.206089
390	1.209667
391	1.102024
392	1.264944
393	1.246638
394	1.247632
395	1.230932
396	1.219852
397	1.253647
398	1.214810
399	1.245570
400	1.248967
401	1.243212
402	1.244193
403	1.266439
404	1.140377
405	1.267621
406	1.283983
407	1.428854
408	1.217988
409	1.349825
410	1.274452
411	1.281825
412	1.248679
413	1.233902
414	1.246759
415	1.249905
416	1.255282
417	1.359660
418	1.216360
419	1.171776
420	1.162724
421	1.261819
422	1.321964
423	1.327864
424	1.340419
425	1.444504
426	1.467693
427	1.381936
428	1.375817
429	1.330100
430	1.325287
431	1.407520
432	1.463445
433	1.430212
434	1.508900
435	1.466095
436	1.436411
437	1.376083
438	1.413508
439	1.407998
440	1.265683
441	1.486580
442	1.522371
443	1.423274
444	1.385344
445	1.356699
446	1.372293
447	1.408275
448	1.540507
449	1.521503
450	1.555848
451	1.452924
452	1.442634
453	1.456071
454	1.441695
455	1.446868
456	1.418829
457	1.466045
458	1.438647
459	1.442288
460	1.439385
461	1.533605
462	1.519630
463	1.537791
464	1.516834
465	1.571421
466	1.478162
467	1.644133
468	1.517289
469	1.513636
470	1.491094
471	1.491132
472	1.462128
473	1.464541
474	1.495039
475	1.506159
